,neigh,gentri,conteo,percentage
364,Fort Greene,LI - At Risk of Gentrification and/or Displacement,1,0.043478260869565216
365,Fort Greene,LI - Not Losing Low Income Households,1,0.043478260869565216
366,Fort Greene,LI - Ongoing Gentrification and/or Displacement,3,0.13043478260869565
367,Fort Greene,MHI - Advanced Exclusion,5,0.21739130434782608
368,Fort Greene,MHI - Advanced Gentrification,7,0.30434782608695654
369,Fort Greene,MHI - At Risk of Exclusion,6,0.2608695652173913
370,Fresh Meadows-Utopia,LI - Not Losing Low Income Households,2,0.25
371,Fresh Meadows-Utopia,MHI - Advanced Exclusion,1,0.125
372,Fresh Meadows-Utopia,MHI - At Risk of Exclusion,1,0.125
373,Fresh Meadows-Utopia,MHI - Not Losing Low Income Households,3,0.375
374,Fresh Meadows-Utopia,MHI - Ongoing Exclusion,1,0.125
375,Ft. Totten-Bay Terrace-Clearview,LI - Not Losing Low Income Households,1,0.07692307692307693
376,Ft. Totten-Bay Terrace-Clearview,MHI - Advanced Exclusion,6,0.46153846153846156
377,Ft. Totten-Bay Terrace-Clearview,MHI - Not Losing Low Income Households,5,0.38461538461538464
378,Ft. Totten-Bay Terrace-Clearview,MHI - Ongoing Exclusion,1,0.07692307692307693
379,Georgetown-Marine Park-Bergen Beach-Mill Basin,LI - Not Losing Low Income Households,2,0.0625
380,Georgetown-Marine Park-Bergen Beach-Mill Basin,MHI - Advanced Exclusion,8,0.25
381,Georgetown-Marine Park-Bergen Beach-Mill Basin,MHI - Advanced Gentrification,1,0.03125
382,Georgetown-Marine Park-Bergen Beach-Mill Basin,MHI - At Risk of Exclusion,4,0.125
383,Georgetown-Marine Park-Bergen Beach-Mill Basin,MHI - Not Losing Low Income Households,12,0.375
384,Georgetown-Marine Park-Bergen Beach-Mill Basin,MHI - Ongoing Exclusion,5,0.15625
385,Glendale,LI - At Risk of Gentrification and/or Displacement,1,0.038461538461538464
386,Glendale,LI - Not Losing Low Income Households,2,0.07692307692307693
387,Glendale,LI - Ongoing Gentrification and/or Displacement,7,0.2692307692307692
388,Glendale,MHI - Advanced Exclusion,7,0.2692307692307692
389,Glendale,MHI - Advanced Gentrification,3,0.11538461538461539
390,Glendale,MHI - At Risk of Exclusion,1,0.038461538461538464
391,Glendale,MHI - Not Losing Low Income Households,5,0.19230769230769232
392,Glen Oaks-Floral Park-New Hyde Park,LI - Not Losing Low Income Households,2,0.15384615384615385
393,Glen Oaks-Floral Park-New Hyde Park,MHI - Advanced Exclusion,3,0.23076923076923078
394,Glen Oaks-Floral Park-New Hyde Park,MHI - At Risk of Exclusion,1,0.07692307692307693
395,Glen Oaks-Floral Park-New Hyde Park,MHI - Not Losing Low Income Households,5,0.38461538461538464
396,Glen Oaks-Floral Park-New Hyde Park,MHI - Ongoing Exclusion,2,0.15384615384615385
397,Gramercy,LI - Ongoing Gentrification and/or Displacement,2,0.15384615384615385
398,Gramercy,MHI - Advanced Exclusion,8,0.6153846153846154
399,Gramercy,MHI - Advanced Gentrification,1,0.07692307692307693
400,Gramercy,MHI - At Risk of Exclusion,2,0.15384615384615385
401,Grasmere-Arrochar-Ft. Wadsworth,LI - Not Losing Low Income Households,8,0.6153846153846154
402,Grasmere-Arrochar-Ft. Wadsworth,LI - Ongoing Gentrification and/or Displacement,1,0.07692307692307693
403,Grasmere-Arrochar-Ft. Wadsworth,MHI - Advanced Exclusion,2,0.15384615384615385
404,Grasmere-Arrochar-Ft. Wadsworth,MHI - Not Losing Low Income Households,1,0.07692307692307693
405,Grasmere-Arrochar-Ft. Wadsworth,MHI - Ongoing Exclusion,1,0.07692307692307693
406,Gravesend,LI - At Risk of Gentrification and/or Displacement,1,0.058823529411764705
407,Gravesend,LI - Not Losing Low Income Households,7,0.4117647058823529
408,Gravesend,LI - Ongoing Gentrification and/or Displacement,6,0.35294117647058826
409,Gravesend,MHI - Advanced Exclusion,1,0.058823529411764705
410,Gravesend,MHI - Advanced Gentrification,1,0.058823529411764705
411,Gravesend,MHI - Ongoing Exclusion,1,0.058823529411764705
412,Great Kills,LI - Not Losing Low Income Households,2,0.125
413,Great Kills,MHI - Advanced Exclusion,6,0.375
414,Great Kills,MHI - Not Losing Low Income Households,6,0.375
415,Great Kills,MHI - Ongoing Exclusion,2,0.125
416,Greenpoint,LI - Ongoing Gentrification and/or Displacement,1,0.05
417,Greenpoint,MHI - Advanced Exclusion,5,0.25
418,Greenpoint,MHI - Advanced Gentrification,13,0.65
419,Greenpoint,MHI - At Risk of Exclusion,1,0.05
420,Grymes Hill-Clifton-Fox Hills,LI - At Risk of Gentrification and/or Displacement,3,0.21428571428571427
421,Grymes Hill-Clifton-Fox Hills,LI - Not Losing Low Income Households,6,0.42857142857142855
422,Grymes Hill-Clifton-Fox Hills,LI - Ongoing Gentrification and/or Displacement,1,0.07142857142857142
423,Grymes Hill-Clifton-Fox Hills,MHI - Advanced Exclusion,3,0.21428571428571427
424,Grymes Hill-Clifton-Fox Hills,MHI - Not Losing Low Income Households,1,0.07142857142857142
425,Hamilton Heights,LI - At Risk of Gentrification and/or Displacement,5,0.3333333333333333
426,Hamilton Heights,LI - Ongoing Gentrification and/or Displacement,9,0.6
427,Hamilton Heights,MHI - Not Losing Low Income Households,1,0.06666666666666667
428,Hammels-Arverne-Edgemere,LI - At Risk of Gentrification and/or Displacement,2,0.16666666666666666
429,Hammels-Arverne-Edgemere,LI - Not Losing Low Income Households,6,0.5
430,Hammels-Arverne-Edgemere,LI - Ongoing Gentrification and/or Displacement,4,0.3333333333333333
431,Highbridge,LI - At Risk of Gentrification and/or Displacement,8,0.47058823529411764
432,Highbridge,LI - Not Losing Low Income Households,1,0.058823529411764705
433,Highbridge,LI - Ongoing Gentrification and/or Displacement,7,0.4117647058823529
434,Highbridge,MHI - Not Losing Low Income Households,1,0.058823529411764705
435,Hollis,LI - At Risk of Gentrification and/or Displacement,1,0.045454545454545456
436,Hollis,LI - Not Losing Low Income Households,4,0.18181818181818182
437,Hollis,LI - Ongoing Gentrification and/or Displacement,1,0.045454545454545456
438,Hollis,MHI - Advanced Exclusion,3,0.13636363636363635
439,Hollis,MHI - Advanced Gentrification,1,0.045454545454545456
440,Hollis,MHI - At Risk of Exclusion,1,0.045454545454545456
441,Hollis,MHI - Not Losing Low Income Households,9,0.4090909090909091
442,Hollis,MHI - Ongoing Exclusion,2,0.09090909090909091
443,Homecrest,LI - At Risk of Gentrification and/or Displacement,4,0.11764705882352941
444,Homecrest,LI - Not Losing Low Income Households,15,0.4411764705882353
445,Homecrest,LI - Ongoing Gentrification and/or Displacement,8,0.23529411764705882
446,Homecrest,MHI - Advanced Exclusion,4,0.11764705882352941
447,Homecrest,MHI - Advanced Gentrification,1,0.029411764705882353
448,Homecrest,MHI - Ongoing Exclusion,2,0.058823529411764705
449,Hudson Yards-Chelsea-Flatiron-Union Square,LI - At Risk of Gentrification and/or Displacement,1,0.03225806451612903
450,Hudson Yards-Chelsea-Flatiron-Union Square,LI - Ongoing Gentrification and/or Displacement,3,0.0967741935483871
451,Hudson Yards-Chelsea-Flatiron-Union Square,MHI - Advanced Exclusion,12,0.3870967741935484
452,Hudson Yards-Chelsea-Flatiron-Union Square,MHI - Advanced Gentrification,6,0.1935483870967742
453,Hudson Yards-Chelsea-Flatiron-Union Square,MHI - At Risk of Exclusion,6,0.1935483870967742
454,Hudson Yards-Chelsea-Flatiron-Union Square,MHI - Not Losing Low Income Households,2,0.06451612903225806
455,Hudson Yards-Chelsea-Flatiron-Union Square,MHI - Ongoing Exclusion,1,0.03225806451612903
456,Hunters Point-Sunnyside-West Maspeth,LI - At Risk of Gentrification and/or Displacement,5,0.13513513513513514
457,Hunters Point-Sunnyside-West Maspeth,LI - Not Losing Low Income Households,2,0.05405405405405406
458,Hunters Point-Sunnyside-West Maspeth,LI - Ongoing Gentrification and/or Displacement,12,0.32432432432432434
459,Hunters Point-Sunnyside-West Maspeth,MHI - Advanced Exclusion,5,0.13513513513513514
460,Hunters Point-Sunnyside-West Maspeth,MHI - Advanced Gentrification,7,0.1891891891891892
461,Hunters Point-Sunnyside-West Maspeth,MHI - At Risk of Exclusion,1,0.02702702702702703
462,Hunters Point-Sunnyside-West Maspeth,MHI - Not Losing Low Income Households,4,0.10810810810810811
463,Hunters Point-Sunnyside-West Maspeth,MHI - Ongoing Exclusion,1,0.02702702702702703
464,Hunts Point,LI - At Risk of Gentrification and/or Displacement,8,0.47058823529411764
465,Hunts Point,LI - Not Losing Low Income Households,1,0.058823529411764705
466,Hunts Point,LI - Ongoing Gentrification and/or Displacement,7,0.4117647058823529
467,Hunts Point,MHI - Advanced Gentrification,1,0.058823529411764705
468,Jackson Heights,LI - At Risk of Gentrification and/or Displacement,10,0.3125
469,Jackson Heights,LI - Not Losing Low Income Households,12,0.375
470,Jackson Heights,LI - Ongoing Gentrification and/or Displacement,5,0.15625
471,Jackson Heights,MHI - Advanced Exclusion,1,0.03125
472,Jackson Heights,MHI - Advanced Gentrification,2,0.0625
473,Jackson Heights,MHI - Not Losing Low Income Households,2,0.0625
474,Jamaica,LI - At Risk of Gentrification and/or Displacement,9,0.2647058823529412
475,Jamaica,LI - Not Losing Low Income Households,11,0.3235294117647059
476,Jamaica,LI - Ongoing Gentrification and/or Displacement,2,0.058823529411764705
477,Jamaica,MHI - Advanced Exclusion,2,0.058823529411764705
478,Jamaica,MHI - Advanced Gentrification,4,0.11764705882352941
479,Jamaica,MHI - At Risk of Exclusion,2,0.058823529411764705
480,Jamaica,MHI - Not Losing Low Income Households,3,0.08823529411764706
481,Jamaica,MHI - Ongoing Exclusion,1,0.029411764705882353
482,Jamaica Estates-Holliswood,LI - At Risk of Gentrification and/or Displacement,1,0.043478260869565216
483,Jamaica Estates-Holliswood,LI - Not Losing Low Income Households,6,0.2608695652173913
484,Jamaica Estates-Holliswood,LI - Ongoing Gentrification and/or Displacement,2,0.08695652173913043
485,Jamaica Estates-Holliswood,MHI - Advanced Exclusion,2,0.08695652173913043
486,Jamaica Estates-Holliswood,MHI - At Risk of Exclusion,2,0.08695652173913043
487,Jamaica Estates-Holliswood,MHI - Not Losing Low Income Households,8,0.34782608695652173
488,Jamaica Estates-Holliswood,MHI - Ongoing Exclusion,2,0.08695652173913043
489,Kensington-Ocean Parkway,LI - At Risk of Gentrification and/or Displacement,7,0.3684210526315789
490,Kensington-Ocean Parkway,LI - Ongoing Gentrification and/or Displacement,4,0.21052631578947367
491,Kensington-Ocean Parkway,MHI - Advanced Exclusion,3,0.15789473684210525
492,Kensington-Ocean Parkway,MHI - Advanced Gentrification,2,0.10526315789473684
493,Kensington-Ocean Parkway,MHI - At Risk of Exclusion,1,0.05263157894736842
494,Kensington-Ocean Parkway,MHI - Not Losing Low Income Households,1,0.05263157894736842
495,Kensington-Ocean Parkway,MHI - Ongoing Exclusion,1,0.05263157894736842
496,Kew Gardens,LI - At Risk of Gentrification and/or Displacement,5,0.23809523809523808
497,Kew Gardens,LI - Not Losing Low Income Households,4,0.19047619047619047
498,Kew Gardens,MHI - Advanced Exclusion,3,0.14285714285714285
499,Kew Gardens,MHI - Advanced Gentrification,5,0.23809523809523808
500,Kew Gardens,MHI - At Risk of Exclusion,2,0.09523809523809523
501,Kew Gardens,MHI - Not Losing Low Income Households,2,0.09523809523809523
502,Kew Gardens Hills,LI - At Risk of Gentrification and/or Displacement,1,0.05555555555555555
503,Kew Gardens Hills,LI - Not Losing Low Income Households,8,0.4444444444444444
504,Kew Gardens Hills,MHI - Advanced Exclusion,2,0.1111111111111111
505,Kew Gardens Hills,MHI - Not Losing Low Income Households,7,0.3888888888888889
506,Kingsbridge Heights,LI - At Risk of Gentrification and/or Displacement,5,0.2631578947368421
507,Kingsbridge Heights,LI - Not Losing Low Income Households,4,0.21052631578947367
508,Kingsbridge Heights,LI - Ongoing Gentrification and/or Displacement,6,0.3157894736842105
509,Kingsbridge Heights,MHI - Advanced Gentrification,1,0.05263157894736842
510,Kingsbridge Heights,MHI - At Risk of Exclusion,1,0.05263157894736842
511,Kingsbridge Heights,MHI - Not Losing Low Income Households,2,0.10526315789473684
512,Laurelton,LI - Not Losing Low Income Households,2,0.10526315789473684
513,Laurelton,MHI - Advanced Exclusion,4,0.21052631578947367
514,Laurelton,MHI - At Risk of Exclusion,1,0.05263157894736842
515,Laurelton,MHI - Not Losing Low Income Households,11,0.5789473684210527
516,Laurelton,MHI - Ongoing Exclusion,1,0.05263157894736842
517,Lenox Hill-Roosevelt Island,LI - Not Losing Low Income Households,1,0.05263157894736842
518,Lenox Hill-Roosevelt Island,MHI - Advanced Exclusion,3,0.15789473684210525
519,Lenox Hill-Roosevelt Island,MHI - Advanced Gentrification,1,0.05263157894736842
520,Lenox Hill-Roosevelt Island,MHI - At Risk of Exclusion,4,0.21052631578947367
521,Lenox Hill-Roosevelt Island,MHI - Not Losing Low Income Households,9,0.47368421052631576
522,Lenox Hill-Roosevelt Island,MHI - Ongoing Exclusion,1,0.05263157894736842
523,Lincoln Square,LI - Ongoing Gentrification and/or Displacement,2,0.15384615384615385
524,Lincoln Square,MHI - Advanced Exclusion,9,0.6923076923076923
525,Lincoln Square,MHI - At Risk of Exclusion,1,0.07692307692307693
526,Lincoln Square,MHI - Not Losing Low Income Households,1,0.07692307692307693
527,Lindenwood-Howard Beach,LI - At Risk of Gentrification and/or Displacement,1,0.07692307692307693
528,Lindenwood-Howard Beach,LI - Not Losing Low Income Households,5,0.38461538461538464
529,Lindenwood-Howard Beach,MHI - Advanced Exclusion,2,0.15384615384615385
530,Lindenwood-Howard Beach,MHI - At Risk of Exclusion,1,0.07692307692307693
531,Lindenwood-Howard Beach,MHI - Not Losing Low Income Households,4,0.3076923076923077
532,Longwood,LI - At Risk of Gentrification and/or Displacement,6,0.35294117647058826
533,Longwood,LI - Not Losing Low Income Households,2,0.11764705882352941
534,Longwood,LI - Ongoing Gentrification and/or Displacement,7,0.4117647058823529
535,Longwood,MHI - Advanced Gentrification,2,0.11764705882352941
536,Lower East Side,LI - At Risk of Gentrification and/or Displacement,3,0.12
537,Lower East Side,LI - Not Losing Low Income Households,3,0.12
538,Lower East Side,LI - Ongoing Gentrification and/or Displacement,14,0.56
539,Lower East Side,MHI - Advanced Exclusion,2,0.08
540,Lower East Side,MHI - Advanced Gentrification,2,0.08
541,Lower East Side,MHI - At Risk of Exclusion,1,0.04
542,Madison,LI - At Risk of Gentrification and/or Displacement,1,0.03125
543,Madison,LI - Not Losing Low Income Households,11,0.34375
544,Madison,LI - Ongoing Gentrification and/or Displacement,2,0.0625
545,Madison,MHI - Advanced Exclusion,5,0.15625
546,Madison,MHI - Advanced Gentrification,1,0.03125
547,Madison,MHI - At Risk of Exclusion,4,0.125
548,Madison,MHI - Not Losing Low Income Households,6,0.1875
549,Madison,MHI - Ongoing Exclusion,2,0.0625
550,Manhattanville,LI - At Risk of Gentrification and/or Displacement,1,0.09090909090909091
551,Manhattanville,LI - Not Losing Low Income Households,2,0.18181818181818182
552,Manhattanville,LI - Ongoing Gentrification and/or Displacement,7,0.6363636363636364
553,Manhattanville,MHI - Not Losing Low Income Households,1,0.09090909090909091
554,Marble Hill-Inwood,LI - At Risk of Gentrification and/or Displacement,5,0.35714285714285715
555,Marble Hill-Inwood,LI - Not Losing Low Income Households,2,0.14285714285714285
556,Marble Hill-Inwood,LI - Ongoing Gentrification and/or Displacement,3,0.21428571428571427
557,Marble Hill-Inwood,MHI - Advanced Gentrification,1,0.07142857142857142
558,Marble Hill-Inwood,MHI - Not Losing Low Income Households,3,0.21428571428571427
559,Mariner's Harbor-Arlington-Port Ivory-Graniteville,LI - At Risk of Gentrification and/or Displacement,3,0.21428571428571427
560,Mariner's Harbor-Arlington-Port Ivory-Graniteville,LI - Not Losing Low Income Households,5,0.35714285714285715
561,Mariner's Harbor-Arlington-Port Ivory-Graniteville,LI - Ongoing Gentrification and/or Displacement,2,0.14285714285714285
562,Mariner's Harbor-Arlington-Port Ivory-Graniteville,MHI - Advanced Exclusion,1,0.07142857142857142
563,Mariner's Harbor-Arlington-Port Ivory-Graniteville,MHI - Advanced Gentrification,1,0.07142857142857142
564,Mariner's Harbor-Arlington-Port Ivory-Graniteville,MHI - Not Losing Low Income Households,1,0.07142857142857142
565,Mariner's Harbor-Arlington-Port Ivory-Graniteville,MHI - Ongoing Exclusion,1,0.07142857142857142
566,Maspeth,LI - At Risk of Gentrification and/or Displacement,3,0.10714285714285714
567,Maspeth,LI - Not Losing Low Income Households,9,0.32142857142857145
568,Maspeth,LI - Ongoing Gentrification and/or Displacement,7,0.25
569,Maspeth,MHI - Advanced Exclusion,2,0.07142857142857142
570,Maspeth,MHI - Advanced Gentrification,3,0.10714285714285714
571,Maspeth,MHI - Not Losing Low Income Households,4,0.14285714285714285
572,Melrose South-Mott Haven North,LI - At Risk of Gentrification and/or Displacement,8,0.38095238095238093
573,Melrose South-Mott Haven North,LI - Not Losing Low Income Households,2,0.09523809523809523
574,Melrose South-Mott Haven North,LI - Ongoing Gentrification and/or Displacement,9,0.42857142857142855
575,Melrose South-Mott Haven North,MHI - Advanced Gentrification,2,0.09523809523809523
576,Middle Village,LI - Not Losing Low Income Households,10,0.29411764705882354
577,Middle Village,LI - Ongoing Gentrification and/or Displacement,3,0.08823529411764706
578,Middle Village,MHI - Advanced Exclusion,8,0.23529411764705882
579,Middle Village,MHI - Advanced Gentrification,4,0.11764705882352941
580,Middle Village,MHI - At Risk of Exclusion,1,0.029411764705882353
581,Middle Village,MHI - Not Losing Low Income Households,7,0.20588235294117646
582,Middle Village,MHI - Ongoing Exclusion,1,0.029411764705882353
583,Midtown-Midtown South,LI - At Risk of Gentrification and/or Displacement,1,0.02631578947368421
584,Midtown-Midtown South,LI - Ongoing Gentrification and/or Displacement,5,0.13157894736842105
585,Midtown-Midtown South,MHI - Advanced Exclusion,15,0.39473684210526316
586,Midtown-Midtown South,MHI - Advanced Gentrification,7,0.18421052631578946
587,Midtown-Midtown South,MHI - At Risk of Exclusion,6,0.15789473684210525
588,Midtown-Midtown South,MHI - Not Losing Low Income Households,3,0.07894736842105263
589,Midtown-Midtown South,MHI - Ongoing Exclusion,1,0.02631578947368421
590,Midwood,LI - At Risk of Gentrification and/or Displacement,2,0.058823529411764705
591,Midwood,LI - Not Losing Low Income Households,15,0.4411764705882353
592,Midwood,LI - Ongoing Gentrification and/or Displacement,1,0.029411764705882353
593,Midwood,MHI - Advanced Exclusion,4,0.11764705882352941
594,Midwood,MHI - At Risk of Exclusion,6,0.17647058823529413
595,Midwood,MHI - Not Losing Low Income Households,5,0.14705882352941177
596,Midwood,MHI - Ongoing Exclusion,1,0.029411764705882353
597,Morningside Heights,LI - At Risk of Gentrification and/or Displacement,1,0.05263157894736842
598,Morningside Heights,LI - Not Losing Low Income Households,4,0.21052631578947367
599,Morningside Heights,LI - Ongoing Gentrification and/or Displacement,9,0.47368421052631576
600,Morningside Heights,MHI - Advanced Exclusion,2,0.10526315789473684
601,Morningside Heights,MHI - Advanced Gentrification,2,0.10526315789473684
602,Morningside Heights,MHI - Not Losing Low Income Households,1,0.05263157894736842
603,Morrisania-Melrose,LI - At Risk of Gentrification and/or Displacement,10,0.43478260869565216
604,Morrisania-Melrose,LI - Not Losing Low Income Households,4,0.17391304347826086
605,Morrisania-Melrose,LI - Ongoing Gentrification and/or Displacement,8,0.34782608695652173
606,Morrisania-Melrose,MHI - Advanced Gentrification,1,0.043478260869565216
607,Mott Haven-Port Morris,LI - At Risk of Gentrification and/or Displacement,8,0.3076923076923077
608,Mott Haven-Port Morris,LI - Not Losing Low Income Households,6,0.23076923076923078
609,Mott Haven-Port Morris,LI - Ongoing Gentrification and/or Displacement,6,0.23076923076923078
610,Mott Haven-Port Morris,MHI - Advanced Gentrification,4,0.15384615384615385
611,Mott Haven-Port Morris,MHI - Not Losing Low Income Households,2,0.07692307692307693
612,Mount Hope,LI - At Risk of Gentrification and/or Displacement,7,0.2692307692307692
613,Mount Hope,LI - Not Losing Low Income Households,2,0.07692307692307693
614,Mount Hope,LI - Ongoing Gentrification and/or Displacement,15,0.5769230769230769
615,Mount Hope,MHI - Advanced Gentrification,1,0.038461538461538464
616,Mount Hope,MHI - Not Losing Low Income Households,1,0.038461538461538464
617,Murray Hill,LI - At Risk of Gentrification and/or Displacement,5,0.18518518518518517
618,Murray Hill,LI - Not Losing Low Income Households,13,0.48148148148148145
619,Murray Hill,MHI - Advanced Exclusion,2,0.07407407407407407
620,Murray Hill,MHI - At Risk of Exclusion,1,0.037037037037037035
621,Murray Hill,MHI - Not Losing Low Income Households,3,0.1111111111111111
622,Murray Hill,MHI - Ongoing Exclusion,3,0.1111111111111111
623,Murray Hill-Kips Bay,LI - Ongoing Gentrification and/or Displacement,2,0.1111111111111111
624,Murray Hill-Kips Bay,MHI - Advanced Exclusion,9,0.5
625,Murray Hill-Kips Bay,MHI - Advanced Gentrification,2,0.1111111111111111
626,Murray Hill-Kips Bay,MHI - At Risk of Exclusion,3,0.16666666666666666
627,Murray Hill-Kips Bay,MHI - Not Losing Low Income Households,1,0.05555555555555555
628,Murray Hill-Kips Bay,MHI - Ongoing Exclusion,1,0.05555555555555555
629,New Brighton-Silver Lake,LI - At Risk of Gentrification and/or Displacement,1,0.058823529411764705
630,New Brighton-Silver Lake,LI - Not Losing Low Income Households,8,0.47058823529411764
631,New Brighton-Silver Lake,LI - Ongoing Gentrification and/or Displacement,1,0.058823529411764705
632,New Brighton-Silver Lake,MHI - Advanced Exclusion,3,0.17647058823529413
633,New Brighton-Silver Lake,MHI - Advanced Gentrification,1,0.058823529411764705
634,New Brighton-Silver Lake,MHI - Not Losing Low Income Households,2,0.11764705882352941
635,New Brighton-Silver Lake,MHI - Ongoing Exclusion,1,0.058823529411764705
636,New Dorp-Midland Beach,LI - Not Losing Low Income Households,4,0.4
637,New Dorp-Midland Beach,MHI - Advanced Exclusion,3,0.3
638,New Dorp-Midland Beach,MHI - Not Losing Low Income Households,1,0.1
639,New Dorp-Midland Beach,MHI - Ongoing Exclusion,2,0.2
640,New Springville-Bloomfield-Travis,LI - Not Losing Low Income Households,10,0.35714285714285715
641,New Springville-Bloomfield-Travis,MHI - Advanced Exclusion,5,0.17857142857142858
642,New Springville-Bloomfield-Travis,MHI - At Risk of Exclusion,1,0.03571428571428571
643,New Springville-Bloomfield-Travis,MHI - Not Losing Low Income Households,8,0.2857142857142857
644,New Springville-Bloomfield-Travis,MHI - Ongoing Exclusion,4,0.14285714285714285
645,North Corona,LI - At Risk of Gentrification and/or Displacement,14,0.7
646,North Corona,LI - Not Losing Low Income Households,3,0.15
647,North Corona,LI - Ongoing Gentrification and/or Displacement,2,0.1
648,North Corona,MHI - Not Losing Low Income Households,1,0.05
649,North Riverdale-Fieldston-Riverdale,LI - Not Losing Low Income Households,3,0.17647058823529413
650,North Riverdale-Fieldston-Riverdale,MHI - Advanced Exclusion,9,0.5294117647058824
651,North Riverdale-Fieldston-Riverdale,MHI - At Risk of Exclusion,2,0.11764705882352941
652,North Riverdale-Fieldston-Riverdale,MHI - Not Losing Low Income Households,3,0.17647058823529413
653,North Side-South Side,LI - At Risk of Gentrification and/or Displacement,4,0.13793103448275862
654,North Side-South Side,LI - Not Losing Low Income Households,3,0.10344827586206896
655,North Side-South Side,LI - Ongoing Gentrification and/or Displacement,6,0.20689655172413793
656,North Side-South Side,MHI - Advanced Exclusion,1,0.034482758620689655
657,North Side-South Side,MHI - Advanced Gentrification,14,0.4827586206896552
658,North Side-South Side,MHI - At Risk of Exclusion,1,0.034482758620689655
659,Norwood,LI - At Risk of Gentrification and/or Displacement,4,0.26666666666666666
660,Norwood,LI - Not Losing Low Income Households,1,0.06666666666666667
661,Norwood,LI - Ongoing Gentrification and/or Displacement,2,0.13333333333333333
662,Norwood,MHI - Advanced Exclusion,3,0.2
663,Norwood,MHI - Advanced Gentrification,1,0.06666666666666667
664,Norwood,MHI - At Risk of Exclusion,2,0.13333333333333333
665,Norwood,MHI - Not Losing Low Income Households,1,0.06666666666666667
666,Norwood,MHI - Ongoing Exclusion,1,0.06666666666666667
667,Oakland Gardens,LI - At Risk of Gentrification and/or Displacement,1,0.07142857142857142
668,Oakland Gardens,LI - Not Losing Low Income Households,4,0.2857142857142857
669,Oakland Gardens,MHI - Advanced Exclusion,5,0.35714285714285715
670,Oakland Gardens,MHI - Not Losing Low Income Households,4,0.2857142857142857
671,Oakwood-Oakwood Beach,LI - Not Losing Low Income Households,4,0.3333333333333333
672,Oakwood-Oakwood Beach,MHI - Advanced Exclusion,1,0.08333333333333333
673,Oakwood-Oakwood Beach,MHI - Not Losing Low Income Households,4,0.3333333333333333
674,Oakwood-Oakwood Beach,MHI - Ongoing Exclusion,3,0.25
675,Ocean Hill,LI - At Risk of Gentrification and/or Displacement,8,0.2857142857142857
676,Ocean Hill,LI - Not Losing Low Income Households,7,0.25
677,Ocean Hill,LI - Ongoing Gentrification and/or Displacement,13,0.4642857142857143
678,Ocean Parkway South,LI - At Risk of Gentrification and/or Displacement,3,0.13636363636363635
679,Ocean Parkway South,LI - Not Losing Low Income Households,13,0.5909090909090909
680,Ocean Parkway South,LI - Ongoing Gentrification and/or Displacement,1,0.045454545454545456
681,Ocean Parkway South,MHI - Advanced Exclusion,3,0.13636363636363635
682,Ocean Parkway South,MHI - Not Losing Low Income Households,2,0.09090909090909091
683,Old Astoria,LI - At Risk of Gentrification and/or Displacement,3,0.15
684,Old Astoria,LI - Not Losing Low Income Households,1,0.05
685,Old Astoria,LI - Ongoing Gentrification and/or Displacement,7,0.35
686,Old Astoria,MHI - Advanced Gentrification,6,0.3
687,Old Astoria,MHI - Not Losing Low Income Households,3,0.15
688,Old Town-Dongan Hills-South Beach,LI - Not Losing Low Income Households,7,0.5833333333333334
689,Old Town-Dongan Hills-South Beach,MHI - Advanced Exclusion,1,0.08333333333333333
690,Old Town-Dongan Hills-South Beach,MHI - Not Losing Low Income Households,1,0.08333333333333333
691,Old Town-Dongan Hills-South Beach,MHI - Ongoing Exclusion,3,0.25
692,Ozone Park,LI - At Risk of Gentrification and/or Displacement,4,0.2222222222222222
693,Ozone Park,LI - Not Losing Low Income Households,6,0.3333333333333333
694,Ozone Park,LI - Ongoing Gentrification and/or Displacement,2,0.1111111111111111
695,Ozone Park,MHI - Advanced Exclusion,2,0.1111111111111111
696,Ozone Park,MHI - Advanced Gentrification,2,0.1111111111111111
697,Ozone Park,MHI - At Risk of Exclusion,2,0.1111111111111111
698,park-cemetery-etc-Bronx,LI - At Risk of Gentrification and/or Displacement,19,0.2835820895522388
699,park-cemetery-etc-Bronx,LI - Not Losing Low Income Households,12,0.1791044776119403
700,park-cemetery-etc-Bronx,LI - Ongoing Gentrification and/or Displacement,5,0.07462686567164178
701,park-cemetery-etc-Bronx,MHI - Advanced Exclusion,13,0.19402985074626866
702,park-cemetery-etc-Bronx,MHI - Advanced Gentrification,2,0.029850746268656716
703,park-cemetery-etc-Bronx,MHI - At Risk of Exclusion,4,0.05970149253731343
704,park-cemetery-etc-Bronx,MHI - Not Losing Low Income Households,8,0.11940298507462686
705,park-cemetery-etc-Bronx,MHI - Ongoing Exclusion,4,0.05970149253731343
706,park-cemetery-etc-Brooklyn,LI - At Risk of Gentrification and/or Displacement,8,0.10810810810810811
707,park-cemetery-etc-Brooklyn,LI - Not Losing Low Income Households,8,0.10810810810810811
708,park-cemetery-etc-Brooklyn,LI - Ongoing Gentrification and/or Displacement,11,0.14864864864864866
709,park-cemetery-etc-Brooklyn,MHI - Advanced Exclusion,11,0.14864864864864866
710,park-cemetery-etc-Brooklyn,MHI - Advanced Gentrification,8,0.10810810810810811
711,park-cemetery-etc-Brooklyn,MHI - At Risk of Exclusion,9,0.12162162162162163
712,park-cemetery-etc-Brooklyn,MHI - Not Losing Low Income Households,16,0.21621621621621623
